s1,s2,corr
cffex.IF0000,dce.pp0000,0.27904761904761904
cffex.IF0000,dce.m0000,0.2032034632034632
cffex.IF0000,dce.cs0000,0.1921830550401979
cffex.IF0000,czce.ZC000,0.16295609152752008
cffex.IF0000,cffex.IC0000,0.15078540507111937
cffex.IF0000,czce.OI000,0.1485961657390229
cffex.IF0000,dce.i0000,0.1381199752628324
cffex.IF0000,czce.CF000,0.1370686456400742
cffex.IF0000,dce.v0000,0.1232034632034632
cffex.IF0000,dce.y0000,0.11537414965986392
cffex.IF0000,shfe.ru0000,0.09276437847866419
cffex.IF0000,dce.b0000,0.09139146567717996
cffex.IF0000,shfe.ni0000,0.0898082869511441
cffex.IF0000,czce.TA000,0.08270871985157699
cffex.IF0000,dce.a0000,0.07654916512059369
cffex.IF0000,cffex.IH0000,0.03992578849721707
cffex.IF0000,shfe.pb0000,0.03706864564007421
cffex.IF0000,dce.j0000,0.029746444032158315
cffex.IF0000,dce.c0000,0.015448361162646878
cffex.IF0000,czce.SF000,0.008534322820037105
cffex.IF0000,shfe.au0000,0.00826221397649969
cffex.IF0000,czce.SM000,0.004502164502164502
cffex.IF0000,czce.WH000,0.003512677798392084
cffex.IF0000,dce.l0000,-0.0015955473098330237
cffex.IF0000,dce.jm0000,-0.0024366110080395794
cffex.IF0000,cffex.T0000,-0.011069882498453927
cffex.IF0000,czce.AP000,-0.017847866419294988
cffex.IF0000,czce.MA000,-0.019480519480519477
cffex.IF0000,shfe.bu0000,-0.021434755720470003
cffex.IF0000,dce.jd0000,-0.02196660482374768
cffex.IF0000,shfe.rb0000,-0.024081632653061222
cffex.IF0000,shfe.ag0000,-0.03150278293135436
cffex.IF0000,czce.RM000,-0.04090290661719232
cffex.IF0000,shfe.hc0000,-0.046580086580086576
cffex.IF0000,cffex.TF0000,-0.05814471243042671
cffex.IF0000,shfe.cu0000,-0.061892393320964745
cffex.IF0000,shfe.al0000,-0.06608534322820037
cffex.IF0000,czce.FG000,-0.07334570191713048
cffex.IF0000,shfe.sn0000,-0.0789486703772418
cffex.IF0000,shfe.zn0000,-0.118008658008658
cffex.IF0000,dce.p0000,-0.12517006802721087
cffex.IF0000,czce.SR000,-0.15340754483611624
cffex.IF0000,czce.PM000,-9999.0
cffex.IF0000,czce.RI000,-9999.0
cffex.IF0000,dce.fb0000,-9999.0
cffex.IF0000,dce.bb0000,-9999.0
cffex.IF0000,dce.eg0000,-9999.0
cffex.IF0000,shfe.wr0000,-9999.0
cffex.IF0000,shfe.sp0000,-9999.0
cffex.IF0000,czce.LR000,-9999.0
cffex.IF0000,czce.JR000,-9999.0
cffex.IF0000,ine.sc0000,-9999.0
cffex.IF0000,cffex.TS0000,-9999.0
cffex.IF0000,czce.CY000,-9999.0
cffex.IF0000,shfe.fu0000,-9999.0
cffex.IF0000,czce.CJ000,-9999.0
cffex.IF0000,czce.RS000,-9999.0
